"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget"
"7906","The Second Chance","/movies/?id=secondchance.htm",463542,"Triumph","February","Drama",104,"PG-13",NA
"7907","Thank You (2011)","/movies/?id=thankyou2011.htm",463540,"UTV Communications","April","Foreign",125,"Unrated",NA
"7908","Last Days","/movies/?id=lastdays05.htm",463080,"Picturehouse","July","Drama",97,"R",NA
"7909","Romeo & Juliet: Sealed with a Kiss","/movies/?id=sealedwithakiss.htm",463002,"Indican","October","Animation",92,"G",NA
"7910","Let's Get Married","/movies/?id=letsgetmarried.htm",462918,"China Lion","April","Foreign",127,"Unrated",NA
"7911","The Flight of the Red Balloon","/movies/?id=flightoftheredballoon.htm",461674,"IFC","April","Foreign",115,"Unrated",NA
"7912","Outfoxed: Rupert Murdoch's War on Journalism","/movies/?id=outfoxed.htm",461572,"Cinema Libre","August","Documentary",77,"Unrated",NA
"7913","Foolproof","/movies/?id=foolproof.htm",460978,"Odeon","October","Unknown",94,"R",NA
"7914","Rififi (re-issue)","/movies/?id=rififi00.htm",460226,"Rialto","July","Foreign",118,"Unrated",NA
"7915","Detective Dee and the Mystery of the Phantom Flame","/movies/?id=detectivedee.htm",459836,"Indomina Media","September","Foreign",119,"PG-13",NA
"7916","The House on Carroll Street","/movies/?id=houseoncarrollstreet.htm",459824,"Orion Pictures","March","Unknown",111,"PG",NA
"7917","The Last Supper","/movies/?id=lastsupper.htm",459749,"Sony / Columbia","April","Unknown",92,"R",NA
"7918","The Stone Angel","/movies/?id=stoneangel.htm",459166,"Vivendi Entertainment","July","Drama",116,"R",NA
"7919","Brooklyn Rules","/movies/?id=brooklynrules.htm",458232,"City Lights Pictures Releasing","May","Crime Drama",95,"R",8
"7920","New World (2013)","/movies/?id=newworld2013.htm",457806,"Well Go USA","March","Foreign",134,"Unrated",NA
"7921","Tashan","/movies/?id=tashan.htm",457380,"Yash Raj","April","Action Thriller",160,"Unrated",NA
"7922","McBain","/movies/?id=mcbain.htm",456127,"Shapiro-Glickenhaus","September","Unknown",99,"R",NA
"7923","Crossing Over","/movies/?id=crossingover.htm",455654,"Weinstein Company","February","Drama",113,"R",NA
"7924","Rain","/movies/?id=rain02.htm",455164,"IDP","April","Unknown",92,"PG",NA
"7925","The Legend of Suriyothai","/movies/?id=legendofsuriyothai.htm",454736,"Sony Classics","June","Unknown",142,"R",NA
"7926","Circumstance","/movies/?id=circumstance.htm",454121,"Roadside Attractions","August","Drama",107,"R",NA
"7927","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","/movies/?id=themostdangerousmaninamerica.htm",453650,"First Run","January","Documentary",94,"Unrated",NA
"7928","Lucky","/movies/?id=lucky.htm",453507,"Eros","April","Foreign",180,"Unrated",NA
"7929","The Extra Man","/movies/?id=extraman.htm",453377,"Magnolia","July","Comedy",108,"R",NA
"7930","Only Yesterday (2016 re-release)","/movies/?id=onlyyesterday2016.htm",453243,"GKIDS","January","Animation",118,"PG",NA
"7931","Day Watch","/movies/?id=daywatch.htm",450897,"Fox Searchlight","June","Foreign / Horror",132,"R",NA
"7932","Full Moon in Blue Water","/movies/?id=fullmooninbluewater.htm",450726,"Trans World Ent.","November","Unknown",95,"R",NA
"7933","Bombay Velvet","/movies/?id=bombayvelvet.htm",450692,"FIP","May","Drama",149,"Unrated",NA
"7934","Brother","/movies/?id=brother.htm",450594,"Sony Classics","July","Unknown",113,"R",NA
"7935","Danzon","/movies/?id=danzon.htm",450501,"Sony Classics","September","Unknown",120,"PG-13",NA
"7936","Bitter Sugar","/movies/?id=bittersugar.htm",450060,"First Look","October","Foreign",75,"Unrated",NA
"7937","The Damned United","/movies/?id=damnedunited.htm",449865,"Sony Classics","October","Sports Drama",97,"R",NA
"7938","The Wonderful, Horrible Life of Leni Riefenstahl","/movies/?id=leniriefenstahl.htm",449707,"Kino","March","Documentary",180,"Unrated",NA
"7939","Attack on Titan: Part 1","/movies/?id=attackontitanpart1.htm",449523,"FUNimation Films","September","Animation",90,"Unrated",NA
"7940","Lockdown","/movies/?id=lockdown.htm",449482,"Innovation Film Group","February","Unknown",105,"R",NA
"7941","The Third Man (2015 re-release)","/movies/?id=thethirdman15.htm",449191,"Rialto","June","Drama / Thriller",104,"Unrated",NA
"7942","Time Out","/movies/?id=timeout02.htm",448542,"ThinkFilm","March","Foreign",134,"Unrated",NA
"7943","Bachelorette","/movies/?id=bachelorette.htm",447954,"Radius-TWC","September","Comedy",91,"R",NA
"7944","Felix and Meira","/movies/?id=felixandmeira.htm",447353,"Oscilloscope Pictures","April","Foreign",105,"R",NA
"7945","The Triumph of Love","/movies/?id=triumphoflove.htm",447267,"Paramount Classics","April","Unknown",107,"PG-13",NA
"7946","Callas Forever","/movies/?id=callasforever.htm",446955,"Regent Releasing","November","Music Drama",108,"PG-13",NA
"7947","Wristcutters: A Love Story","/movies/?id=wristcutters.htm",446165,"After Dark Films","October","Fantasy Comedy",91,"R",NA
"7948","I Am Trying to Break Your Heart","/movies/?id=iamtryingtobreakyourheart.htm",445522,"Cowboy","July","Documentary",93,"Unrated",NA
"7949","The Heart of the Game","/movies/?id=heartofthegame.htm",445374,"Miramax","June","Documentary",97,"PG-13",NA
"7950","The Way Home","/movies/?id=wayhome.htm",445367,"Paramount Classics","November","Unknown",80,"PG",NA
"7951","In Secret","/movies/?id=therese13.htm",444179,"Roadside Attractions","February","Romantic Thriller",NA,"R",NA
"7952","Upstream Color","/movies/?id=upstreamcolor.htm",444098,"erbp Film","April","Drama",96,"Unrated",NA
"7953","Idiocracy","/movies/?id=idiocracy.htm",444093,"Fox","September","Sci-Fi Comedy",84,"R",NA
"7954","The Rainbow","/movies/?id=rainbow.htm",444055,"Vestron","May","Drama",113,"R",NA
"7955","The Hammer","/movies/?id=hammer.htm",443591,"International Film Circuit","March","Sports Comedy",88,"R",NA
"7956","Merci Pour le Chocolat","/movies/?id=mercipourlechocolat.htm",443238,"Empire","July","Unknown",99,"Unrated",NA
"7957","Nadja","/movies/?id=nadja.htm",443169,"October","August","Unknown",93,"R",NA
"7958","Gypsy Caravan","/movies/?id=gypsycaravan.htm",442936,"Shadow Dist.","January","Documentary",110,"Unrated",NA
"7959","The Beautiful Country","/movies/?id=beautifulcountry.htm",442813,"Sony Classics","July","Drama",125,"R",NA
"7960","Especially on Sunday","/movies/?id=especiallyonsunday.htm",442676,"Miramax","August","Foreign",99,"R",NA
"7961","'Night, Mother","/movies/?id=nightmother.htm",441863,"Universal","September","Unknown",96,"PG-13",NA
"7962","The Town Is Quiet","/movies/?id=townisquiet.htm",441664,"New Yorker","October","Unknown",133,"Unrated",NA
"7963","Morons from Outer Space","/movies/?id=moronsfromouterspace.htm",441137,"Universal","September","Unknown",90,"PG-13",NA
"7964","Don't Come Knocking","/movies/?id=dontcomeknocking.htm",440793,"Sony Classics","March","Drama",122,"R",NA
"7965","The Circle","/movies/?id=circle.htm",440554,"Winstar","March","Unknown",89,"R",NA
"7966","No One Killed Jessica","/movies/?id=noonekilledjessica.htm",440525,"UTV Communications","January","Foreign",130,"Unrated",NA
"7967","Sketches of Frank Gehry","/movies/?id=sketchesoffrankgehry.htm",439309,"Sony Classics","May","Documentary",83,"PG-13",NA
"7968","Akira","/movies/?id=akira.htm",439162,"Streamline","December","Animation",124,"R",NA
"7969","Baaghi","/movies/?id=baaghi.htm",438207,"UTV Communications","April","Action Comedy",133,"Unrated",NA
"7970","Mishima: A Life in Four Chapters","/movies/?id=mishima.htm",437547,"Warner Bros.","September","Unknown",121,"R",NA
"7971","Savage Grace","/movies/?id=savagegrace.htm",435746,"IFC","May","Crime Drama",96,"Unrated",NA
"7972","Head-On (Gegen die Wand)","/movies/?id=head-on.htm",435395,"Strand","January","Foreign",118,"R",NA
"7973","Vision","/movies/?id=vision.htm",435274,"Zeitgeist","October","Foreign",111,"Unrated",NA
"7974","Ferrari Ki Sawaari","/movies/?id=ferrarikisawaari.htm",434107,"Eros","June","Foreign",139,"Unrated",NA
"7975","Rosenwald","/movies/?id=rosenwald.htm",433924,"The Ciesla Foundation","August","Documentary",100,"Unrated",NA
"7976","Santa Vs. the Snowman - Season 7 (IMAX)","/movies/?id=santavsthesnowman7.htm",433797,"IMAX","October","IMAX",NA,"Unrated",NA
"7977","I Want Your Money","/movies/?id=iwantyourmoney.htm",433588,"Freestyle Releasing","October","Documentary",92,"PG",NA
"7978","When Do We Eat?","/movies/?id=whendoweeat.htm",431513,"ThinkFilm","April","Comedy",86,"R",NA
"7979","But Always (Yi Sheng Yi Shi)","/movies/?id=butalways.htm",430760,"China Lion","September","Foreign",106,"Unrated",NA
"7980","Just the Ticket","/movies/?id=justtheticket.htm",430404,"MGM","February","Romantic Comedy",112,"R",12
"7981","Saint Laurent","/movies/?id=saintlaurent.htm",429477,"Sony Classics","May","Foreign",150,"R",NA
"7982","Track 29","/movies/?id=track29.htm",429028,"Island Pictures","September","Unknown",90,"R",5
"7983","Body Snatchers","/movies/?id=bodysnatchers.htm",428868,"Warner Bros.","January","Sci-Fi Horror",87,"R",NA
"7984","Beijing Love Story","/movies/?id=beijinglovestory.htm",428318,"China Lion","February","Foreign",122,"Unrated",NA
"7985","Break Ke Baad","/movies/?id=breakkebaad.htm",427628,"Reliance Big Pictures","November","Foreign",113,"Unrated",NA
"7986","Cold in July","/movies/?id=coldinjuly.htm",427418,"IFC","May","Drama / Thriller",100,"R",NA
"7987","If You Are the One 2 (Fei Cheng Wu Rao II)","/movies/?id=ifyouaretheone2.htm",426894,"China Lion","December","Comedy",NA,"Unrated",NA
"7988","The Hard Word","/movies/?id=hardword.htm",426880,"Lions Gate","June","Crime Comedy",102,"R",NA
"7989","The Singing Revolution","/movies/?id=singingrevolution.htm",426855,"Abramorama","December","Documentary",94,"Unrated",NA
"7990","The Limits of Control","/movies/?id=limitsofcontrol.htm",426688,"Focus Features","May","Crime Drama",116,"R",NA
"7991","Josh","/movies/?id=josh.htm",426318,"Eros","June","Unknown",162,"Unrated",NA
"7992","Listen to Me Marlon","/movies/?id=listentomemarlon.htm",425831,"Showtime","July","Documentary",102,"Unrated",NA
"7993","Conversations with God","/movies/?id=conversationswithgod.htm",425045,"IDP","October","Drama",109,"PG",NA
"7994","Earth (1999)","/movies/?id=earth.htm",424798,"Zeitgeist","September","Unknown",110,"Unrated",NA
"7995","Drowning by Numbers","/movies/?id=drowningbynumbers.htm",424773,"Miramax","April","Comedy / Drama",118,"R",NA
"7996","Primer","/movies/?id=primer.htm",424760,"ThinkFilm","October","Unknown",77,"PG-13",NA
"7997","8 1/2 Women","/movies/?id=812women.htm",424123,"Lions Gate","May","Comedy",120,"R",NA
"7998","Sound City","/movies/?id=soundcity.htm",422853,"Variance Films","February","Documentary",108,"Unrated",NA
"7999","Tiger Warsaw","/movies/?id=tigerwarsaw.htm",422667,"Sony / Columbia","September","Drama",93,"R",NA
"8000","Storyville","/movies/?id=storyville.htm",422503,"Fox","August","Unknown",113,"R",NA
"8001","She's Beautiful When She's Angry","/movies/?id=beautifulwhenangry.htm",421573,"International Film Circuit","December","Documentary",92,"Unrated",NA
"8002","Porn Star: The Legend of Ron Jeremy","/movies/?id=pornstar.htm",421516,"Maelstrom","November","Documentary",75,"R",NA
"8003","Broken Wings","/movies/?id=brokenwings.htm",421454,"Sony Classics","March","Unknown",87,"R",NA
"8004","The Last Days","/movies/?id=lastdays.htm",421432,"October","February","Documentary",87,"PG-13",NA
"8005","Divine Intervention (2003)","/movies/?id=divineintervention.htm",421343,"Avatar","January","Unknown",92,"Unrated",NA
"8006","Lymelife","/movies/?id=lymelife.htm",421307,"Screen Media","April","Drama",93,"R",NA
"8007","The Good Father","/movies/?id=goodfather.htm",421201,"Skouras","February","Unknown",90,"R",NA
"8008","Heart of a Dog","/movies/?id=heartofadog.htm",420813,"Abramorama","October","Documentary",75,"Unrated",NA
"8009","Baise-Moi","/movies/?id=baise-moi.htm",420224,"Winstar","September","Foreign",77,"Unrated",NA
"8010","Killing Zoe","/movies/?id=killingzoe.htm",418961,"October","August","Crime",96,"R",1.5
"8011","El Crimen Perfecto","/movies/?id=elcrimenperfecto.htm",418843,"Vitagraph","August","Foreign",105,"Unrated",NA
"8012","True Colors","/movies/?id=truecolors.htm",418807,"Paramount","March","Unknown",110,"R",NA
"8013","The OH in Ohio","/movies/?id=ohinohio.htm",418689,"Cyan Pictures","July","Romantic Comedy",91,"R",5
"8014","The Eel","/movies/?id=eel.htm",418480,"New Yorker","August","Foreign",117,"Unrated",NA
"8015","The German Doctor","/movies/?id=germandoctor.htm",418392,"Samuel Goldwyn","April","Foreign",93,"PG-13",NA
"8016","Aloha Summer","/movies/?id=alohasummer.htm",418379,"Spectrafilm","February","Unknown",97,"PG",NA
"8017","Seraphim Falls","/movies/?id=seraphimfalls.htm",418296,"IDP","January","Western",115,"R",NA
"8018","The Witness (Wo shi zheng ren)","/movies/?id=woshizhengren.htm",418063,"China Lion","October","Drama",112,"Unrated",NA
"8019","How to Get Ahead in Advertising","/movies/?id=howtogetaheadinadvertising.htm",418053,"Warner Bros.","May","Comedy",94,"R",NA
"8020","My Son, the Fanatic","/movies/?id=mysonthefanatic.htm",417683,"Miramax","June","Unknown",87,"R",NA
"8021","In the Realms of the Unreal","/movies/?id=intherealmsoftheunreal.htm",417120,"Wellspring","December","Documentary",81,"Unrated",NA
"8022","Interview","/movies/?id=interview.htm",416951,"Sony Classics","July","Drama",86,"R",NA
"8023","The Believer","/movies/?id=believer02.htm",416925,"IDP","May","Unknown",100,"R",1.5
"8024","The Eighth Day","/movies/?id=eighthday.htm",416401,"Gramercy","March","Unknown",118,"Unrated",NA
"8025","Desert Bloom","/movies/?id=desertbloom.htm",416393,"Columbia","April","Unknown",105,"PG",NA
"8026","The Pirates","/movies/?id=pirates2014.htm",415775,"Well Go USA","September","Foreign",130,"Unrated",NA
"8027","A Hijacking","/movies/?id=ahijacking.htm",414437,"Magnolia","June","Foreign",99,"R",NA
"8028","CQ","/movies/?id=cq02.htm",414358,"MGM","May","Unknown",91,"R",NA
"8029","Wonderland (2000)","/movies/?id=wonderland00.htm",414254,"USA Films","July","Unknown",109,"R",NA
"8030","Grand Masti","/movies/?id=grandmasti.htm",413903,"Eros","September","Foreign",137,"Unrated",NA
"8031","3 Ninjas Knuckle Up","/movies/?id=3ninjasknuckleup.htm",413479,"Sony / Columbia","March","Unknown",87,"PG-13",NA
"8032","1998 Bugs Bunny Film Festival","/movies/?id=1998bugsbunnyfilmfestival.htm",413076,"Warner Bros.","February","Animation",NA,"Unrated",NA
"8033","Godzilla (Original Japanese Version)","/movies/?id=godzilla04.htm",412520,"Rialto","May","Foreign",98,"Unrated",NA
"8034","Seeking Justice","/movies/?id=seekingjustice.htm",411746,"Anchor Bay Films","March","Action Thriller",105,"R",NA
"8035","Tuvalu","/movies/?id=tuvalu.htm",411678,"Indican","April","Foreign",101,"Unrated",NA
"8036","Project Nim","/movies/?id=projectnim.htm",411184,"Roadside Attractions","July","Documentary",93,"PG-13",NA
"8037","Spun","/movies/?id=spun.htm",411119,"Newmarket","March","Crime Drama",101,"R",NA
"8038","Number One with a Bullet","/movies/?id=numberonewithabullet.htm",410952,"Cannon Films","February","Action Comedy",101,"R",NA
"8039","Phata Poster Nikla Hero","/movies/?id=phataposter.htm",410526,"Eros","September","Foreign",146,"Unrated",NA
"8040","Janis: Little Girl Blue","/movies/?id=janislittlegirlblue.htm",410465,"FilmRise","November","Documentary",103,"Unrated",NA
"8041","Unbranded","/movies/?id=unbranded.htm",410185,"Gravitas Ventures","September","Documentary",106,"PG-13",NA
"8042","Hawayein","/movies/?id=hawayein.htm",409978,"Megastar","August","Unknown",NA,"Unrated",NA
"8043","A Girl Cut in Two","/movies/?id=girlcutintwo.htm",409658,"IFC","August","Foreign",115,"Unrated",NA
"8044","Mobsters and Mormons","/movies/?id=mobstersandmormons.htm",409604,"Halestorm","September","Comedy",97,"PG",NA
"8045","Badlapur","/movies/?id=badlapur.htm",409166,"Eros","February","Foreign",128,"Unrated",NA
"8046","Jude","/movies/?id=jude.htm",409144,"Gramercy","October","Period Drama",123,"R",NA
"8047","I'm Still Here","/movies/?id=imstillhere.htm",408983,"Magnolia","September","Comedy / Drama",108,"R",NA
"8048","Triumph of the Spirit","/movies/?id=triumphofthespirit.htm",408839,"Triumph","December","Sports Drama",120,"R",NA
"8049","Amadeus (Director's Cut)","/movies/?id=amadeusdirectorscut.htm",408749,"Warner Bros.","April","Unknown",188,"R",NA
"8050","The Promotion","/movies/?id=promotion.htm",408709,"Third Rail Releasing","June","Comedy",85,"R",NA
"8051","The 5th Quarter","/movies/?id=5thquarter.htm",408159,"Rocky Mountain Pictures","March","Drama",101,"PG-13",NA
"8052","Sound of My Voice","/movies/?id=soundofmyvoice.htm",408015,"Fox Searchlight","April","Drama",85,"R",NA
"8053","Humpday","/movies/?id=humpday.htm",407377,"Magnolia","July","Comedy",93,"R",NA
"8054","Slamdance","/movies/?id=slamdance.htm",406881,"Island Pictures","October","Unknown",100,"R",NA
"8055","Cinema Paradiso: The New Version","/movies/?id=cinemaparadisonewversion.htm",406809,"Miramax","June","Unknown",185,"R",NA
"8056","Har dil jo Pyar Karega","/movies/?id=hardiljopyarkarega.htm",406235,"Eros","August","Unknown",NA,"Unrated",NA
"8057","The Square","/movies/?id=square10.htm",406116,"Apparition","April","Drama / Thriller",105,"R",NA
"8058","Tim Burton's The Nightmare Before Christmas in 3-D (2009 re-issue)","/movies/?id=nbc3d09.htm",406085,"Buena Vista","October","Animation",76,"PG",NA
"8059","The Hunting Ground","/movies/?id=huntingground.htm",405917,"Radius-TWC","February","Documentary",90,"PG-13",NA
"8060","Little Secrets","/movies/?id=littlesecrets.htm",405792,"IDP","August","Unknown",107,"PG",NA
"8061","Amandla!","/movies/?id=amandla.htm",405331,"Artisan","February","Unknown",103,"PG-13",NA
"8062","Preaching to the Choir","/movies/?id=preachingtothechoir.htm",405191,"Freestyle Releasing","April","Comedy",102,"PG-13",NA
"8063","Intimacy","/movies/?id=intimacy.htm",405094,"Empire","October","Unknown",107,"R",NA
